m0,m12,A0,tanbeta,tanbetaR,VR,signmuR,Ys,Yv,neutralino_mass,sneutrino_mass,gluino_mass,Cha1_mass,Mzp_mass,stau_mass,selectron_mass,stop_mass,sbottom_mass,smuon_mass,h1_mass,BtoXsgamma,Bstomumu,BRBtotaunu,DD,relic_density
0.9569580496586327,0.4419199717651211,0.6471512541465401,0.7801994965973711,0.1290917473490092,0.4056334195128588,1.0,0.344212616252743,0.15013565128941747,0.4369429970896626,0.26826345559502873,0.4722840626032063,0.432444122893058,0.39938282233145617,0.9786283645438889,0.7723425740954941,0.6364843313525262,0.6578337058866592,0.8776096337540901,0.4487731726696751,0.948310524891312,0.16242288415134798,0.3730879075011977,0.9999999999999999,0.25323320817688777
0.9570059272452194,0.4444346406670491,0.6466357945145118,0.7895777011279946,0.1945597049331491,0.40345625255136786,0.0,0.3905047197742868,0.17717999955326996,0.439083722363867,0.28971321819237816,0.47463708822704587,0.43803563778606514,0.3975042068362711,0.9829707218852284,0.7650923204162978,0.6397845152904077,0.6563795667913148,0.8611573818852744,0.482257112263035,0.9473107805062462,0.165682223076276,0.9618655363500732,0.9689238282981735,0.2605340008343763
0.9569101720720463,0.4437287686945779,0.6470016045759512,0.772685746247786,0.14891655140617832,0.4054973465777658,1.0,0.37148629349681284,0.16529698096414647,0.4388568819711864,0.4416814662973356,0.47405050838158846,0.4354445669106364,0.3995589512129716,0.9800826294608111,0.7849373121581862,0.6382968182831347,0.6579823525632007,0.8777787602639638,0.3629349741800283,0.9295375947278899,0.14664353532990337,0.40974058701145566,0.9594962256470575,0.5588235294117646
0.957053804831806,0.4448758106498435,0.6462949260481705,0.7816537708585811,0.19594283079760277,0.40209552320043573,0.0,0.40196454073635457,0.18824344037099208,0.4395664073406597,0.2794921134751377,0.4750801075451998,0.4388522117019852,0.3961955426002228,0.9831089749490018,0.7767861666876505,0.6401803011666368,0.65653510048747,0.86474084231627,0.38207278723301386,0.9325268932689532,0.15187594640382773,0.9637431551266253,0.951465304870181,0.48372966207759704
0.9577719686306052,0.44655225658446196,0.6463281815083013,0.7839470495012585,0.21300138312586459,0.4022315961355287,0.0,0.39182834651154663,0.18099610485784534,0.4412741906127768,0.4677462396977222,0.4767696317611487,0.44078407094023375,0.3965343120359537,0.9835171823707578,0.7751681169182898,0.6420730040441823,0.6575029195797899,0.8625011968718835,0.4398607176420626,0.9337165230354181,0.15370700549415584,0.39306709191342826,0.9374984861277872,0.44513975803087197
0.9585858876025777,0.4463757885913442,0.6464279478886938,0.7782418197072807,0.15306592899953841,0.4018233773302493,1.0,0.43094499982583856,0.1808466221196652,0.4417430580965958,0.31501612499061893,0.4766131834660847,0.43905960297923485,0.3961349839888413,0.982672236492524,0.7799416204367153,0.641277668912304,0.6596915758458171,0.8737109080843014,0.42459173766396674,0.9326792419191321,0.15222275678064756,0.9998623367526172,0.9336576109736288,0.4378389653733834
0.9170760200319821,0.40808223408479294,0.7032532153873013,0.8153258133681364,0.3688335638543103,0.24982990883113354,0.0,0.16228360444459922,0.3444408744224725,0.4014357618002116,0.8825601044955196,0.43692420948877764,0.4052493239636654,0.24482235037901257,0.922961428731929,0.6803169781476438,0.5960565962695611,0.6095358086796971,0.771663213283878,0.11980471864434605,0.9610698451703819,0.15354869393965487,0.3092502044441616,0.8631251763245396,0.5619524405506883
0.41254201258222983,0.2200114704195526,0.5258499679916195,0.9070010254497997,0.24619640387275243,0.1706354606068854,1.0,0.9036539064404892,0.35945787593620004,0.21474600283496165,0.41537012054397215,0.2320272650853077,0.21843416077624278,0.16489265826629596,0.4361243031629396,0.2618385520310966,0.2636986197129253,0.2864651813982426,0.28806706755779243,0.05489053637137431,0.8507118553777957,0.9481329384183774,0.9197137939800211,0.8512533803935048,0.7121401752190237
0.5264906686583744,0.3345833149512507,0.5751739676258095,0.8681644448587676,0.17611802674043364,0.553408627024085,1.0,0.8955379846041307,0.31832435005077253,0.32912719905726334,0.546886775500781,0.3504649417563227,0.3337307036024739,0.5469663087442316,0.5622458449427118,0.3919932261772976,0.40364901209034476,0.41846814915273467,0.4225301273011137,0.2372205543289354,0.8961316760606977,0.48142493581943935,0.08238735895205984,0.6923808171987741,0.9426366291197329
0.5276876083230397,0.33281863502007314,0.5751623282147637,0.8641185792859142,0.19087136929460513,0.5539529187644578,0.0,0.9158452053363053,0.33272280230306506,0.32726039303744897,0.5421989071006114,0.34859412577156446,0.33216230740434605,0.5480533538329888,0.5586939367005646,0.39895762127045686,0.40267371146928366,0.4160521413500169,0.4186925786306379,0.24261655835444174,0.8814487996838132,0.44746594389620586,0.9466122087229358,0.6829532145476582,0.3825615352523988
0.3622705466662837,0.5319186482551727,0.6898013817643683,0.8789223454833598,0.17473490087597998,0.6557354742141788,0.0,0.9802849280713364,0.26525282341964956,0.5239162146864527,0.5214985010661367,0.5406589591601711,0.5271222980167464,0.6560169204423139,0.49469972858642075,0.26957541890510095,0.5455199643480618,0.5597512904380826,0.3989223395608741,0.20816773059121374,1.0,0.39417136190810464,0.19126353577320465,0.6588604522170286,0.44722569879015434
0.5290281807474648,0.33325980500286756,0.5754109127792418,0.8684068239023025,0.20470262793914262,0.5539529187644578,1.0,0.9437110313838866,0.3270527674065775,0.32817386248041497,0.5354108631602907,0.34898146072744474,0.3327058081624491,0.5485779086516656,0.5546048325147079,0.3976647014750423,0.40379031870701165,0.4147973291311493,0.41121738192406254,0.208324951407576,0.877116932019316,0.45063398106207275,0.11630259327417392,0.6578129408113491,0.3679599499374218
0.36423352771633494,0.5313892442758195,0.6900424838503171,0.8720238650135174,0.17565698478561576,0.6550551095387129,1.0,0.9566338082134518,0.25183030444651006,0.5232632898980087,0.5246820526387552,0.5405515534242102,0.5263977808994603,0.6545050380797737,0.49569240658930624,0.2748706564537524,0.5457835550975564,0.5599276835392446,0.4014343436796033,0.14413191044855722,0.9929774629250936,0.37411990374014903,0.952632097308225,0.6400052469147969,0.718397997496871
0.48407112694263305,0.4608461640269996,0.697192407778452,0.8012491843012958,0.24250806823420934,0.14165192543203164,0.0,0.578320387334982,0.426879745432615,0.45151122282494144,0.6122173221626297,0.4749951817584326,0.4567029229410653,0.13990755857076254,0.5714728414584347,0.3990269803815285,0.5063083861690768,0.5317003741511144,0.49275592206693597,0.21687110376929297,0.9403909727114979,0.2131954832389369,0.9998481112324473,0.6361643717606386,0.7820191906549855
0.48598623040609773,0.45824326112851277,0.6971508384532885,0.7955439545073179,0.2614107883817427,0.14029119608109952,0.0,0.5368699710892053,0.4192681531321788,0.4488160339786355,0.6132838349842661,0.4725595179266029,0.4540004751690182,0.1382888354454055,0.5733803002312472,0.4081698406079415,0.5046206104369316,0.5293756221130905,0.49366743906171673,0.17998862878609856,0.9349254850239745,0.20334682504449275,0.9998521990256002,0.6361643717606386,0.45869837296620775
